uuid,properties.name,properties.identifier.permalink,properties.identifier.image_id,properties.identifier.uuid,properties.identifier.entity_def_id,properties.identifier.value,properties.primary_job_title,properties.description,properties.primary_organization.permalink,properties.primary_organization.image_id,properties.primary_organization.uuid,properties.primary_organization.entity_def_id,properties.primary_organization.value,properties.gender
cfa96556-8f60-dd05-d710-2be662074c5b,Michael Cunningham,michael-cunningham,v1397182293/f9e956fc2258d497b749fbbccae9ab57.jpg,cfa96556-8f60-dd05-d710-2be662074c5b,person,Michael Cunningham,Executive vice president and general counsel,"With more than 20 years of business and legal experience in the global marketplace, Michael Cunningham joined Red Hat® in June 2004 as general counsel. Prior to Red Hat, Cunningham served as associate general counsel for IBM as well as partner and associate general counsel for PricewaterhouseCoopers.

At IBM, Cunningham was head legal advisor to the Business Consulting Services division for Europe, the Middle East, and Africa (EMEA), as well as a member of the global Senior Management Team for Business Consulting Services.

At PricewaterhouseCoopers, Cunningham's work included global responsibility for the delivery of transactional legal services to PricewaterhouseCoopers Consulting, as well as the role of lead lawyer in EMEA for this business. Before entering the practice of law, Cunningham was an engineer with Sperry Defense Electronics—now Unisys.

Cunningham earned a Bachelor of Science in applied mathematics and statistics at State University of New York at Stony Brook and a JD from the University of Pennsylvania Law School. He is a member of numerous professional and legal organizations, including the Business Law Section of the American Bar Association and the Computer Law Association.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
bcd3e72a-f262-8ca9-b767-6aa0f6eea689,Henry Shelton,h-hugh-shelton,v1452150322/h8vmvvw5g4r68qkehk2k.png,bcd3e72a-f262-8ca9-b767-6aa0f6eea689,person,Henry Shelton,Chairman of the Board of Directors,"Henry Shelton is originally from Speed, North Carolina, a town near Tarboro in eastern North Carolina. 

Henry spent the next 38 years in a variety of command and staff positions in the continental United States, Hawaii and Vietnam. Henry served two combat tours in Vietnam, the first with the 5th Special Forces Group and the second with the 173rd Airborne Brigade. Henry also commanded the 3d Battalion, 60th Infantry in the 9th Infantry Division at Fort Lewis, Washington; served as the 9th Infantry Division's Chief of Staff for operations; commanded the 1st Brigade of the 82nd Airborne Division at Fort Bragg, North Carolina; and, was the Chief of Staff of the 10th Mountain Division at Fort Drum, New York. 

Henry became the 14th Chairman of the Joint Chiefs of Staff on October 1, 1997, and served two two-year terms, retiring on September 30, 2001. Throughout his tenure as Chairman, U.S. forces were in heavy demand and participated in numerous joint operations around the globe. 

Henry received a Bachelor's degree in Textiles from North Carolina State University and was commissioned as a second lieutenant in the Infantry through the Reserve Officer Training Corps. Henry holds a Master's degree from Auburn University and has attended Harvard University, the Air Command and Staff College and the National War College. 

Among his many military awards, Henry has received four Defense Distinguished Service Medals, two Army Distinguished Service Medals, the Legion of Merit, the Bronze Star Medal for Valor, and the Purple Heart. 

Henry has been decorated by 16 foreign governments and, in 2001; General Shelton was knighted by Queen Elizabeth II.For his exemplary service to his country, the 107th Congress bestowed the Congressional Gold Medal on General Shelton on September 19, 2002. He is currently Chairman of the Board of Red Hat, Inc and serves as a director of L-3 Communications. In addition he serves as a director for the following private companies: CoVant, AT Solutions, Robbins-Gioia, The O'Gara Group, Professional Products Enterprises and HighMark. 

Henry is also the Executive Director of the General Hugh Shelton Leadership Center at North Carolina State University and serves as Director of the Hugh and Carolyn Shelton Military Neurotrauma Foundation, Washington, DC. 

In 2009 Henry's book,"" Secrets of Success, Values-Based Leaders"", was released, and his autobiography, ""Without Hesitation"", was released in October 2010.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
f29fab00-2918-1f06-b634-cca6a10ec0f9,Rob Tiller,rob-tiller,v1397182299/2e9d5e7d9d870f18f26b6a92171b55c8.jpg,f29fab00-2918-1f06-b634-cca6a10ec0f9,person,Rob Tiller,Vice president and assistant general counsel,"Rob Tiller brings more than 20 years of legal expertise to Red Hat®, where he serves as vice president and assistant general counsel. He's responsible for Red Hat's internal intellectual property team, covering open source licensing, copyright, patent, and trademark law. Tiller also works on the development of policies and strategies related to open source legal matters.

Tiller joined Red Hat from Helms, Mulliss & Wicker, where he was a partner specializing in intellectual property and technology litigation, commercial litigation, and antitrust. He also served as a law clerk for Justice Antonin Scalia of the United States Supreme Court and for Judge Stephen Williams of the United States Court of Appeals for the District of Columbia Circuit.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
b955f9f0-5b6b-0847-24a7-c15ba805bf9f,Ken Goetz,ken-goetz,v1427816991/iyugtwbgrhhvztsszqbv.jpg,b955f9f0-5b6b-0847-24a7-c15ba805bf9f,person,Ken Goetz,"Vice President, Core Technology Services",,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
ae020f32-9446-ddbb-b102-2f094f37a6c1,Gunnar Hellekson,gunnar-hellekson,,ae020f32-9446-ddbb-b102-2f094f37a6c1,person,Gunnar Hellekson,Vice President,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
c272b478-2b36-f38b-5e6b-bb2812d61568,Rob Cardwell,rob-cardwell,v1435149837/evwazfcfnj9mbk6iavkj.png,c272b478-2b36-f38b-5e6b-bb2812d61568,person,Rob Cardwell,VP Vertical Markets & Industry Solutions,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
88839d7b-9cb1-9efe-4716-3678ab278f31,Mark Little,mark-little-6,v1455092979/anxnjudk25pve048l98v.png,88839d7b-9cb1-9efe-4716-3678ab278f31,person,Mark Little,VP Engineering,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
422d7eef-19d7-433d-9ad1-1f68ba12fbab,Fabio Pereira,fabio-pereira,ixotn7ckghrcjr48nqvu,422d7eef-19d7-433d-9ad1-1f68ba12fbab,person,Fabio Pereira,Head of Open Innovation Labs in Latin America,Fabio Pereira is the head of open innovation labs in Latin America at Red Hat.,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
30f5f13e-dc6c-e089-1d06-7b6e279ecb31,Jackie Yeaney,jackie-yeaney,v1397180263/45dce5198846e09b807f20481f505f4b.png,30f5f13e-dc6c-e089-1d06-7b6e279ecb31,person,Jackie Yeaney,"Executive vice president, Strategy and Corporate Marketing","Jackie Yeaney is responsible for orchestrating Red Hat's strategy formulation and planning, Brand, Global Programs, Global Partner Marketing, Marketing Services, Marketing Operations, and Global Field
Marketing.

Prior to joining Red Hat, Jackie held CMO roles at PGi, a global communications company, EarthLink, and HomeBanc Mortgage Corporation. She was also the managing director of Consumer Marketing at Delta Air Lines. Before her career in marketing she spent several years with the Boston Consulting Group and was a captain in the U.S. Air Force.

Jackie was a 2009 and 2010 Women in Technology (WIT) Woman of the Year honoree, a finalist for the 2010 Atlanta Corporate Marketer of the Year and winner of the 2010 Womenetics POW! Award. She serves as co-president of the board Open Hand, an Atlanta-based non-profit that helps people prevent or better manage chronic illness through nutrition services. In 2012, Jackie was named the Georgia Center for Nonprofits’ Revolutions Award Winner for Outstanding Nonprofit Board Member.

Jackie holds an MBA from the Sloan School of Management at MIT and a BS, magna cum laude, in electrical engineering from Rensselaer Polytechnic Institute.

Jackie lives in Marietta, GA with her husband Eric, and their three children, Connor (19), Carissa (16), and Alec (13). She spends a bulk of her free time as a soccer mom.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,female
6359270b-877a-7d91-5fa6-c92cab8cd616,Mark Enzweiler,mark-enzweiler,v1397182294/eab2fd8244543777cabe7b79b719c0fe.png,6359270b-877a-7d91-5fa6-c92cab8cd616,person,Mark Enzweiler,"Vice president, Global Alliances and Channels","Mark Enzweiler serves as vice president, Global Channels for Red Hat. In this role, he is responsible for the development and execution of global channels strategy and sales. Enzweiler first joined Red Hat in 2006 as vice president of North America Channel Sales, a position he held for 18 months.

Prior to joining Red Hat, Enzweiler served as vice president of Global Channel Strategy and Sales for Lenovo. Earlier in his career, Enzweiler spent 25 years with IBM in various GM and channel executive roles, including GM of Europe, Middle East, and Africa and Latin America of the Personal Systems Group and of the Global Chemical and Petroleum Industry Group. There, Enzweiler was responsible for IBM's total business—hardware, software, and services—in these key industries and directed resources to develop and deliver solutions to the chemical and petroleum industries' top business challenges.

Enzweiler holds an MBA from Xavier University and a BS in psychology from Northern Kentucky University.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
b4ed394f-1ecb-484f-8bc5-0b7beaef360f,Dirk-Peter van Leeuwen,dirk-peter-van-leeuwen,zaecs4j44evq2trpce6f,b4ed394f-1ecb-484f-8bc5-0b7beaef360f,person,Dirk-Peter van Leeuwen,Senior Vice President & GM Red Hat Asia Pacific & Japan,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
a472d96f-159f-8d68-0667-8b37f740aefa,Tim Burke,tim-burke-5,v1455013768/v36cc7hw44bpkr3ps4q7.png,a472d96f-159f-8d68-0667-8b37f740aefa,person,Tim Burke,"VP, Cloud & Operating System Infrastructure",,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
c0d48751-6794-b3b8-7189-0f91e8c58d8c,General Hugh Shelton,general-hugh-shelton,v1461320180/jka4ynbvsapvmaq4lnn2.jpg,c0d48751-6794-b3b8-7189-0f91e8c58d8c,person,General Hugh Shelton,Chairman of the Board,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
00b9a8b1-1b39-0cc2-18f5-46608f425657,Ronnie Sarkar,ronnie-sarkar,,00b9a8b1-1b39-0cc2-18f5-46608f425657,person,Ronnie Sarkar,Senior Vice President of Digital Solutions,"Ronnie Sarkar is a Senior Vice President of Digital Solutions at R. R Donnelley & Sons Company (NASDAQ GS: RRD). In this capacity, Ronnie is responsible for the Research & Development and the Product Management groups of the company. 

During his 21-year tenure at RRD, Ronnie has served in various operational and technical capacities, including the formation and growth of their premedia business and the establishment of their off-shoring capabilities in Asia.

Prior to joining RRD, Ronnie worked for five years at the consulting firm of Arthur D. Little Inc. in Boston focusing in the semiconductor and consumer electronics areas.

Ronnie obtained his B.S. in engineering from the Indian Institute of Technology and his Ph.D from Rutgers University. He also has a MBA from the Kellogg School of Management at Northwestern University.",rr-donnelley,v1491100076/amrf4ujovxaqdhu5pvcz.png,4f9f31eb-c970-4c16-4488-ddf9ad5af9b0,organization,RR Donnelley & Sons,male
3ad9541f-12c0-3e72-5c46-c9756a17b275,Andre Durand,andre-durand,v1413551522/vojdpzlw0cdg1miurgk9.png,3ad9541f-12c0-3e72-5c46-c9756a17b275,person,Andre Durand,Founder & CEO,CEO Ping Identity NYSE:PING.,ping-identity-corporation,v1397198103/24ce5c8afb725709687ad0d868d5f615.png,f9306388-6a94-0bce-328d-55423c0e9b2d,organization,Ping Identity,male
276c66ef-cd2d-feae-3a5e-bd107354694d,Dave Packer,dave-packer-2,v1471257744/b8yqvprgeiumzd965mz0.jpg,276c66ef-cd2d-feae-3a5e-bd107354694d,person,Dave Packer,Senior Vice President of Field Operations,"“In sales, there’s nothing like winning customers. I’m a firm believer that if you can’t finish first, finish last fast. Today’s sales world is a true balance of art and science, where great solutions are crafted to equally benefit the company and the customer...everyone wins.”

Bringing more than 20 years of high-technology software experience with leadership roles in sales, field operations, alliances, professional services and support, Dave was already a globally seasoned expert before Ping. He joined the team after holding the ranks of Senior Vice President of Worldwide Field Operations at two separate companies over the span of 11 years, E2open and Borland Software. Prior to driving worldwide sales, Dave oversaw the Western Region for PeopleSoft when they acquired JD Edwards,  where he started his career in Enterprise Software. Dave holds a master’s degree from the Massachusetts Institute of Technology.",ping-identity-corporation,v1397198103/24ce5c8afb725709687ad0d868d5f615.png,f9306388-6a94-0bce-328d-55423c0e9b2d,organization,Ping Identity,male
f97b4ee7-0316-b1bb-dbd3-c98c871c9158,Armin Ebrahimi,armin-ebrahimi,v1482840340/hmc5xnnlzlduagxtro3d.png,f97b4ee7-0316-b1bb-dbd3-c98c871c9158,person,Armin Ebrahimi,Head of Distributed Identity,Armin Ebrahimi is Head of Distributed Identity at Ping Identity. He attended Capella University.,ping-identity-corporation,v1397198103/24ce5c8afb725709687ad0d868d5f615.png,f9306388-6a94-0bce-328d-55423c0e9b2d,organization,Ping Identity,male
deaa3baa-0ac2-8af9-655d-0f21535d3f31,Candace Worley,candace-worley,v1446094534/zhq04yxppdyxhfforelo.png,deaa3baa-0ac2-8af9-655d-0f21535d3f31,person,Candace Worley,Chief Product Officer,Candace Worley is the Chief Product Officer at  Ping Identity.,ping-identity-corporation,v1397198103/24ce5c8afb725709687ad0d868d5f615.png,f9306388-6a94-0bce-328d-55423c0e9b2d,organization,Ping Identity,female
